content,sentimen
Baguss Tapi mines nya di penyimpanan aja sihh😅,1
bagus buat vidio call vc sama kluarga,1
mantap all good,1
bagus sekali,1
sangat bagus,1
AlBlB,1
aplikasi yang sangat menarik,1
sangat membantu,1
sangat puas,1
bug saat video call,0
"hapus fitur baru video call, saya jadi ga bisa memperbesar video saya karena fitur baru itu, sangat mengganggu",0
enggak bisa nginstal kenapa watshap,1
bagus,1
kembalikan vitur AVATAR,1
"keluarin fitur hapus followers saluran, jadi orang orang yang masuk saluran kita bisa dikeluarkan dri salurab trsbt",1
ok,1
kurang bagus,1
"wa setan, orang wa ga di apa' in tetiba keriset sendiri stres",0
saya memang menggunakan WhatsApp sejak lama tetapi ada satu yg membuat saya sangat kecewa yaitu aku saya terbelokir sendiri alasan nya akun saya tidak resmi katanya padahal saya sudah memakai WhatsApp sejak lama kenapa tiba tiba diblokir tolong ya WhatsApp perbaiki persalahan ini dan saya ingin meminta akun saya pulihkan la karena saya juga butuh WhatsApp buat komunikasi terimakasih,0
mantap,1
Sistem WhatsApp sekarang suka banned orang secara sembarangan padahal baru buka WhatsApp saja sudah dianggap spam mohon fitur banned dihapus saja saya hanya chat teman saya yang udah ku save karena ingin memberitahukannya bahwa saya ganti nomor tapi kenapa pas saya save malah terkena banned WhatsApp WhatsApp memang tolol semuanya serba ai,0
Wehatsapp saya tidak bisa aktip sy kurang paham,1
sangat tidak puasaa😂,1
ok...mantap,1
bagus,1
suka,1
Hapus Gif conten Porno,1
bagus,1
TAHUN MAKIN MAJU APKNY KEK HEWAN!!!!,0
"update nya lama, banyak fitur yang tidak ada di ponsel saya",0
tiba tiba wa saya terhapus,0
1234 Kurdi,1
Terbaik,1
fitur makin gajelas kalau vc malah kaya nge bug gabisa liat muka sendiri gajelas fitur nya,0
Gak bisa Telp,1
kenapa gak bisa,1
DON'T LIKE,0
banyak bug,0
uda di update belum ada tanda-tanda pembaruan aplikasi,0
apk tll masa habis kenon verifikasi tapi kode kgk masuk masuk,0
is the best,1
"sengaja saya kasih bintang lima biar tau bug nya, saya ngechat cewe centang dua gak dibales bales tolong dibenerin dong bug nya",1
beri saya agar aman di akun wa saya,1
napa kamera nya pas kita pencet muka kita malah lengket kenapa nih perbaikki lah min,1
masa setiap hari kenak kenon hadeh,0
SKRG PRIVASI SW BUAT ORG TP MALAH KAGA KEPRIVASI KOCAKKKKKKKKK,0
whatsapp makin kesini bug nya makin bnyak,0
"ada bug minn, saya lagi vc dengan teman saya, terus ketika saya ingin mengalihkan kamera ke diri saya (menukar posisi kamera dari wajah teman saya ke wajah saya), seketika ituu kamera nya nge-lag, dan layar wajah teman saya ga bergerak sama sekali di layar hp saya, ini bukan terjadi di saya saja melainkan rata rata user WhatsApp lainnya, tolong secepatnya di perbaiki admin yg baik hati dan fast respon.",1
kenapa sekarang banyak bug nya sih? pas vc apalagi,0
kok di aku gak ada efeknya,1
Apa bisa wa lg.,0
Aplikasi ini bagus,1
baru nyampe blm dipakai,1
"mengapa sekarang tidak bisa menyalin Teks,dan gk bisa di edit ya",1
nge bug terus aneh banget tolong di perbaiki pas vc kamera nya error,1
i like it whatsapp,1
baguss^^,1
Bagus,1
ok,1
Sangat puas dan Dan Cepat,1
bagus,1
bagus,1
semoga fitur WhatsApp menjadi lebih baik lagi 👍👍👍,1
saya suka,1
Setiap 1 bulan sekali harus updat,0
kenapa waktu vc memperbesar wajah sendiri malah seperti eror,0
bola,0
"kembaliin wa yang dulu plis, sekarang klo vc selalu ngebag tpi klo di klik layarnya gerak intinya gerak' nya di layar kecil aja klo layar tampilan yg besar ngebag 😞",1
mantap bngt meta ai nya,1
Error didik jari kunci tidak bisa di pakai,1
Bagus,1
"Aplikasi stress, jangan download, sya cuman chatan di group tiba² kena tinjau, sya gakk melanggar apapun, udah lebih dari 3x sya begitu",0
WhatsApp Messenger Luar biasa baguss untuk pengguna..,1
bagus sekali,1
ok,1
kenapa kontak nya gak singkron sama wa ya ada yang sama ga sih ? buat singkon nya gimana tolong soal nya no nya double terus gak ada no nya itu kenapa yaa,0
Oke,1
aplikasi nya sangat seru,1
mantap,1
WhatsApp kenapa si sayah mau pasang sw ga bisa malah ada tanda ngulagi dan merah ga jelas ah jadi gw kasi bintang 1 😡😡😡😡😡😡😡😡😡😡,0
"hai whatsapp! aku mau kasih saran sedikit, kalau bisa adain fitur HD di status wa. karena setiap saya buat sw di galeri hasilnya jernih pas masuk sw langsung blur parah, apa lagi kalau kita mau memposting ulang sw teman saya yang mengtag saya itu hasilnya blur and pecah bangett. tolong di perbaiki di bagian sw sama jangan perbanyak update ya whatsapp, tapi untuk semua kegunaan wa bagus sih, berguna juga buat komunikasi sama keluarga and teman-teman, thank u!",1
"e min, kok. telpon saya dimati matiin terus ya kalo lagi telponan? kenapa nyak, jangan ke gitu lah min. saya lagi ketawa tawa masa mati telpon nya, kan saya jadi kayak orgil",0
i love you,1
knp ya sticker yang aku simpen suka tiba-tiba ilang?,1
kenapa besar sekali memakan penyimpanan,0
enak bisa telponan vc kita ldr an juga kita disa vc di whatsap ini,1
wa kacau hari ini setiap vc ganti layar stak ga bisa gerak,0
sangat luar biasa,1
"kadang bermasalah,, tolong di perbaiki lgi,, dan buat fiturnya menjadi lbih konsisten,",1
BUJANGGG,1
baru login dah seruu,1
Bagus,1
whatsapp nya ga mau,1
good,1
mantap,1
bagus tpi ga bsa di update,1
"kenapa sih sekarang VC jadi sering lag,kalo mau besar kecilin bagian wajah selalu nge lag,gak suak",0
sangat bagus,1
nice,1
"WhatsApp ku kenapa ga update terbaru yaa masih lama terakhir update 16 des 2024, efek belum muncul kalau vc, trus Wallpaper pink trus meta AI belum ada samsek, juga wa ku eror kalau mau buat story misal udah kupilih ftonya trus edit privasi gak kesimpen harusnya di atur dlu privasinya baru pilih foto gimana siii bikin bete ajaa dehhh",0
sangat baik dan membantu,1
mantap,1
"saya kasih bintang satu karena tadi setelah di-update entah karena apa tiba-tiba akun keluar. moga aja hanya bug, karena itu akun penting. tapi bugnya jangan lama-lama dan sekiranya akun pengguna tetap aman",0
simple aja,1
Yaman seru menyenangkan dan lain nya,1
anjirrr nge bug muluuuuuu,1
goood,1
kren,1
jelek,0
sangat bagus,1
sangat seru,1
bagus,1
bagus,1
wa saya tidak bisa digunakan,0
mantapz seklai,1
mantap,1
Ketuk pada klip untuk menempelnya pada kotak teks.,1
bagus puaas,1
manttttttttttttapppp pokokkkkkkxxx,1
"sw blurr anjr benerin cok, gua cape cape nge hdin pas masuk sw langsung pecah anj perbaikin lah muak gua",0
bagusss,1
"stuck di logo Whatsapp tidak bisa masuk padahal sudah diupdate nunggu lama tiba2 keluar sendiri, tolong dong segera diperbaiki, sangat mengganggu kenyamanan saat sedang membutuhkan seperti ini.",1
sangat baik,1
kalo vc sering eror tolong diperbaiki,0
say yess,1
hama gampang ke band baperan masa baru 3 chat doang ke band,0
baik,1
wa saya tidak bisa dibuka karna muncul notifikasi info aplikasi dan tutup aplikasi tolong dihilangkan,1
sangat bagus,1
nasrulloh,1
"Mengapa di hp Oppo A3S saya, sering peninjauan akun. Tolong bantuannya",1
"mesti keri update, ga suka",0
cepet bgt update baru saja minggu kemarin tapi tidak apa-apa yg penting lancar,1
Ok,1
app ini sangat membantu dan mudah di gunakan terimakasih,1
belum di coba,1
whatsApp Messenger sangat di butuhkan karena sangat mudah untuk berkomunikasi.,1
"saya kecewaa bgtt sama aplikasi wa sekarang susahh bangett anjirrr bikin emosi, masa kode verifikasi nya ga nyampe2 ke SMS saya trus di suruh nunggu sampe 24jam ga mikir bangtt, tolongg ubah lagiiii ga ush nunggu sampe 24jam org yang mau berkomunikasi susah, jawabb gaa kalo ngga awas aja saya udah nangiss berkali kali gara2 WhatsApp ini bikin pusingg tolong kalo masukan kode ke SMS saya dengan mudah",0
asik,1
WhatsApp nya bagus bisa buat chatan bagus sekali tapi tolong dong kode nya itu gak bisa muncul² gimana nyak,1
bagus sekali,1
"josjos,ak mls ngsi 5 bntng ak pelit",1
Sangat puas,1
bagus,1
sangat cocok untuk di gunakan,1
sya senang dengan adanya aplikasi ini,1
Sering ngebug wa nih,1
keren,1
"rusak,tiba tiba tidak bisa mengirim foto dan melihat foto yang dikirim, eror penyimpanan tp tidak ada solusi",0
knph inih sangat lama respon nya,1
Ok,1
tida dapat di update,1
kenapa nomor dari kontak sudah di hapus tapi di aplikasi masih ada? menggangu!!,0
"ayo donk whatsapp di perbaharuinya kyk pesan yang terhapus tidak bisa terhapus di penerima pesan terus lihat status orang lain tanpa di tahu yang buat status,perbanyak lagi gambar2nya,kalau bisa di ubah kayak aplikasi yang ilegal itu sana biar makin enk orng pki whatsapp nya donk masa mau di kalah sm yg di sebelah itu sana",1
kalo vc kenapa suka ngelag gitu jir,0
perbaiki lagi lah. masak sering error. dan storry kualitas burik. video storry gak HD.,1
mantap nihan niku je wa,1
"Halo whatsapp,dengan aplikasi ini saya bisa berkomunikasi dengan orang banyak.tapi sayang whatsappku sering kena spam padahal aku gak pernah menyalah gunakannnya.",1
sangat puass,1
ok,1
sangat bagus untuk menyampaikan pesan tapi karena pake data jadinya cuman bengong deh,1
luar biasa aku sangat terbantu,1
whatsapp semakin eror mudah kena spam gak jelas bug terus gak tolong diperbaiki,0
bagus cepat terpercaya,1
Wa,1
sw nya jd blur,0
Saran ada fitur notifikasi saat di blokir,1
"Maaf,dulu aku usaha pembelian hasil bumi,kopi jagung gaplek utk produksi di gudang pengusaha"" besar.aku failit,tinggal ngolah lahan sendiri modal tenaga.",1
apik,1
aplikasi whatsap sangat baik,1
"kadang suka tiba-tiba log out, chat wa kereset sndiri, bad bgt wa sekarang",0
"pada update an terbaru, ada update 'tentang' yang berbatas waktu, saya tidak suka dengan hal ini, karena merepotkan. Jika bisa, info 'tentang' itu durasinya bisa lebih lama, dikarenakan waktu paling lama hanya pada kurun waktu 1 bulan, saya tidak suka harus mengisi nya berulang kali.",1
bagus,1
kanapa WhatsApp saya jika di perkecil video nya macet,1
Bagus banget bgus,1
versi tidak resmi???????,0
whatsap banyak eror nya mulai dari video call atau dan lain lainya.,0
ga bisa pakai akun ny di spam trs,1
karna tnpa ada wa hp tuh kya kurng top gitu,1
ok,1
bagus,1
"hasil video di buat posting WhatsApp jelek pecah-pecah , tolong kepada developer di perbaiki lagi fitur agar status video di WhatsApp lebih jernih lagi...",0
bagus banget aplikasi ini :3,1
bermanfaatnya,1
"kenapa saat vc Gambarnya kadang Hitam-Putih? perbaikilah,gak nyaman banget",0
harus ada arsip lagi sih,1
ai nya bagus,1
sangat bagus,1
can you stop doing update like everyday with miniscule of improvement. Listen to your user.,1
sangat bagus untuk di gunakan,1
goodt,1
"apa gunanya tautkan email ,jika tidak bisa login pakai email .mau login pakai email tidak ada verifikasi email ,karna nomor lama udah hangus ,jadi tidak bisa pakai WhatsApp,payah ko",0
terlalu sulit login nomor kita,0
bagusssss,1
knp sekarang banyak bug,1
Wa tempatku kok belum ada musiknya,1
Ok,1
bagus sekali,0
aku sangat puas dengan aplikasi ini,1
bagussss sekali,1
kenapa si wa bisa kebelokir sendiri,1
bagus,1
WA TOLONG BACA EMAIL SAYA. TIBA TIBA WA SAYA KELUAR SENDIRI DAN POSISI NOMOR TERSEBUT HANGUS. JADI SAYA TIDAK BISA LOGIN KEMBALI.,0
pihak WhatsApp yg terhormat saya mohon WhatsApp saya tolong di tinjau ulang kembali karena selalu di spam,1
"Kenapa status nyecrol2 sendiri heiii..kan liat status temen mau entar2an aja,bukan semenit lsg kita liatt,nyecrol sendiri 🙄 tlg balikin semula donk sapwasap 😏",1
Terbaik,1
baik,1
mobil,0
"saya akan mengubah ratting ini ke 5 lagi kalau keluhan saya di tanggapi, kenapa akhir akhir ini whatsapp sering delay saat mengirim chet, beberapa orang kadang delay termasuk saya, dan juga akhir akhir ini saat sedang voice di grup, sering kepental sendiri, seeprti tiba tiba kaluar dari voice tanpa adanya pemberitahuan, apakah server lagi ada problem?",1
kenapa saya kena tinjauan terus sih...ini mulai mengganggu kegiatan saya sehari2..,0
"makin sini makin gajelas,banyak bug",0
trimakasih whatsAPP telah membantu saya untk bisa TLP atw pideo kol keluarga atw tmen2.👍👍,1
tolong dong knpa kalo bikin status vidio jadi gak hd malah jadi burik pdhal vidionya udah hd kecewa,0
ikut projek di luar kota dan lain nya,0
membantu komunikasi saya,1
reasonable,1
"kenapa whatsapp sekarang sering meninjau akun yang ga ngapa napain tolong di perbaiki,akun saya sudah 3x berturut turut kena blokir sementara",0
aplikasi ini tidak ada iklan dan saya bisa mengechat teman saya yang sangat jauh,1
story burik,0
tolong bug di hilang kan saat vidio call saat pergantain tatap muka,1
sangat oke bagus banget,1
mantap,1
"MAKIN UPDATE MAKIN JELEK ANJ, TIAP VC HARUS DIMATIIN BERKALI-KALI DULU",0
mantapp,1
oke,1
"jika penyimpanan penuh, wa tidak bisa di buka, saya jadi tidak bisa chatting dengan teman atau keluarga. dan jika ada spam nomor wa langsung terblokir👎🏿",0
sangat bagus,1
mhon dbntu ya knpa wa sya ngga bisa selalu dkripsi,0
update agar ada efek,1
halow watshap kenapa sekarang agak lambat,0
"buat resolusi kualitas Upload di bikin hd ,di vidio bagus sama bikin setatus Wa pecah gambarnya",1
tidak ada ganguan dan tidak ada panggilan yang tidak di kenal,1
mantap,1
Wa saya tidak bisa di gunakan karna kena bug mohon tolong wa saya aktip kan karna saya Ada keperluan penting tib tiba wa saya Kenon and Kena bug mohon aplikasi bug Nyah mohon di Apus karna mengangu Orang lain,1
kehapus tidak bisa kembali lagi datanya,0
bagus baik,1
"mantab,0k",1
bagus,1
gatau,1
Sangat membantu,1
akun gw kena tinjau mulu min susah cok kalo mau ngechat sama keluarga aj susah sama temen juga,1
saya suka dengan meta ai nya tapi kumohon bisa kirim gif ke meta supaya seruh dan meta nya juga ngebales juga bisa make gif kalau dia mau,1
Nggak bisa masuj,1
manyooos,1
ai nya ngawur,1
"Setiap kali saya membuka WhatsApp dibagian chat selalu muncul ""Mulai mengobrol"" dan banyak kontak yang muncul walaupun sudah saya tap x untuk menghilangkannya hanya berhasil sebentar ketika saya menutup WhatsApp dan membukanya lagi fitur ""Mulai mengobrol"" itu muncul lagi sungguh bagi saya ini mengganggu. Jadi tolong hapus saja fitur itu atau tambahkan opsi untuk menonaktifkannya karna fitur itu mengganggu dan tidak semua pengguna butuh. Terimakasih",0
seru banget bisa ber aktivitas,1
selamat datang kembali untukmu semoga bermanfaat buat kita semua nya semoga sukses selalu untuk selamanya yg sama sukses,1
video call makin gk jelas muka ke stop,0
hubungi cs kaya ngehubungin presiden. bot ga guna di pake,0
"makin lama makin gajelas, mau Tautkan akun gak bisa Mulu",1
ga pernah di chat sama cewek🗿,0
sangat bagus membantu,1
Knapa apk wa saya kadaluarsa,1
sawit,1
"Semenjak ada fitur premium dan iklan, WhatsApp jadi terasa makin bising dan kehilangan esensi utamanya sebagai aplikasi chat yang privat, bersih, dan aman. Kami butuh kenyamanan dan privasi saat mengobrol, bukan fitur seperti itu. Tolong kembalikan WhatsApp yang simpel dan fokus pada keamanan pengguna!",0
knp saya tidak bisa memasukan nomor telepon saya ke aplikasi whatsapp,1
"min, tolong padahal gak pernah ada spam dalam pesan. masih saja kena tinjauan",1
bgus,1
Download Dari playstore muncul risk terdeteksi,0
ngebug,0
Baik,1
butut,1
"apaansi,dikit' kena tinjau terus malesin apk gajelas",0
makasih wasaww,1
mksih Whatsapp,1
weding,1
good,1
yudifebriawn,1
"akun baru bikin udah dihitung spam, lama"" aneh nih whatsapp",0
masa ai nya bodoh sieh udh capek capek buat teks panjang lebar ngabisin kuota gak tau nya teks novel gue jadi hancur berantakan udh lah gue dimarahin enak gak jadi terbit lah novel gue ini,0
jelleki nd bisa vc bobo,0
jos,1
"awalnya saya merasa tidak nyaman karena chat pribadi saya tapi semenjak ada aplikasi ini saya menjadi lebih percaya,👍🏻",1
"MAU EDIT, SKRG WHATSAPP APA APAAN BANGET SEMENJAK UPDATE",0
tolong tambahkan fitur efek pada saat video call,1
"tolong bugnya di benerin, tadi gw ngirim pesan dan udh gw pencet kirim malah engga ada teks yg gw kirim",0
apk yg bagus,1
"kata gue kalo update yg berguna, bikin sw video dari sananya udah HD banget giliran di sw in malah bureng,burik, malah jadi gak HD, bikin fitur buar video jadi HD napa",0
feri mhrizki arsl,1
saat vidio coll sukoa eror gag jelas,1
tidak bisa mendapat whatshapp bangke,0
yaa,1
ini gua of tapi kenapa masih on bg?,0
etmin gw knp gk bisa log in ha,0
story dihapus tp masih muncul ae aneh makin lama,0
Tidak bisa ferifikasi watsap,1
FITUR TERJEMAHKAN KAU NGANGGU KALI NGENTODDDD YATIM,0
"what saya dari tadi keluar terus nga bisa masuk,masuk 3 detik keluar sendiri,anehh,dan pdhl semua nya sdh saya up",0
baik,1
tidak bisa masuk Wasthup,1
"What app kenapa sih, kalo lagi vc layar nya tuh tiba2 merah kuning cerah lagi gitu aja terus klo wajah nya gerlalu cerah.. Lagian efek buat apa gx ke pake juga, vc ya vc aja, butuhnya glowing dan cahaya, udah cukup itu juga..",1
sangat membantu sekali,1
"makin apdet makin jelek woikk,,masa guha gabisa cetan 24 jam gila",0
"tolong kepada pihak whatsapp bantu saya kenapa whatsapp saya suka mental keluar sendiri , tolong bantu jawab🙏",1
Sangat bagus,1
emoji nya ga kaya iPhone,1
ok,1
penk,1
"next time kasih mode HD di sw,jngn cuma di chat aj!",1
suka ke log out sndiri aneh apk jelek,0
sangat baik,1
mantap,1
bagus aplikasinya tpi harus pakai avatar,1
iya oke siap di aktif kan dan di hidup kan selamah-lamahnya ini.......,1
bgus,1
sulit untuk mengirim foto dan video,1
"aneh wa sekarang dikit"" ban dikit"" limit jadi susah orang berbisnis",0
next time grafik buat story nya di hd in yah min,1
sangat membantu,1
mkasiiii sudah membantuuuuu menjadiiii lebih mudah,1
oke,0
heemm di sini kita bisa di buat berharap dengan yang tidak pasti 🥲,0
👍,1
berkualitas,1
keren,1
mantap,1
Bagus,1
saya kasih bitang lima boar memperbarui watsap biar bagus dan cepat merepon kalo ada gendala,1
aplikasinya sangat bagus dan butuh sekali untuk bisa berkomuniikasi,1
good job,1
bgus,1
Ok,1
good,1
tapi gimna yh cara nya ngapain fitur efek wa,1
😒😒 story video atau foto saja dikompres mulu..,0
aplikasi ini sangat bagus untuk chatan,1
"tolong lah benerin dulu fitur vc nya ini, masa gabisa besarin layar muka sendiri. ini bukan marah ya sayang😙",1
"tolong hapus fitur sekali lihat, plisss",1
Sangat baik sekali,1
tambahkan fitur yang bagus👏,1
disangka pakai WhatsApp tidak resmi padahal saya dari dulu memakai WhatsApp resmi,0
